退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,31,2,7,2,442,3,2,3,3,8943,1,24,4,1,1,10,2,3,10,9,8,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,39,2,7,2,444,3,2,5,4,19272,1,15,3,1,1,21,2,3,21,9,13,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Yes,39,1,3,2,445,4,3,2,3,5238,4,18,3,1,0,12,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,33,2,10,3,446,2,2,2,4,4682,3,14,3,3,0,9,6,2,7,7,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,47,1,5,5,447,4,3,5,3,18300,4,11,3,2,1,21,2,3,3,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,43,2,10,4,448,3,2,2,3,5257,1,11,3,2,1,9,3,4,9,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,27,0,1,1,449,3,3,2,2,6349,0,13,3,4,1,6,0,3,5,4,1,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,54,2,20,4,450,4,3,2,3,4869,3,12,3,4,0,20,4,2,4,3,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,43,1,7,3,451,3,3,3,1,9985,8,16,3,1,1,10,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,45,1,8,4,452,4,3,2,4,3697,9,14,3,1,2,12,3,3,10,9,9,8,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,40,1,1,2,453,2,1,2,4,7457,2,22,4,3,3,6,2,2,4,3,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,29,1,8,4,454,2,1,1,1,2119,1,11,3,4,0,7,4,2,7,7,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,29,1,9,5,455,2,2,1,4,3983,0,17,3,3,0,4,2,3,3,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,30,1,5,3,456,4,2,2,3,6118,1,13,3,3,3,10,2,3,10,9,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,27,1,8,4,458,2,3,2,2,6214,1,18,3,1,1,8,3,3,8,7,0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,37,1,5,2,460,4,3,2,4,6347,7,16,3,3,2,8,2,2,6,2,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,38,1,15,2,461,3,2,3,4,11510,0,14,3,2,1,12,3,3,11,10,2,9,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,31,1,7,4,462,3,3,3,4,7143,1,14,3,3,0,11,2,2,11,9,4,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,29,1,10,1,463,4,2,2,2,8268,1,14,3,1,2,7,2,3,7,7,1,7,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,35,1,5,4,464,3,3,3,2,8095,0,13,3,4,0,17,5,3,16,6,0,13,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
No,23,1,26,1,465,3,3,1,4,2904,1,12,3,3,2,4,2,2,4,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,41,1,6,3,466,4,2,2,2,6032,6,15,3,4,0,8,3,3,5,4,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,47,2,4,1,467,2,3,2,3,2976,3,19,3,1,0,5,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
No,42,1,23,5,468,1,3,4,4,15992,2,14,3,2,0,16,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,29,0,2,3,469,4,3,2,3,4649,1,14,3,1,1,4,3,2,4,3,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,1,2,1,470,3,3,1,3,2696,0,11,3,3,1,4,5,3,3,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
No,32,1,2,3,471,3,3,1,2,2370,1,13,3,3,1,8,4,3,8,0,0,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,48,1,29,1,473,1,3,3,3,12504,3,21,4,2,1,15,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
No,37,1,6,3,474,3,4,2,1,5974,4,13,3,1,2,13,2,3,7,7,6,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,0,25,2,475,4,3,2,3,4736,7,12,3,2,1,4,2,4,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,26,1,1,3,476,3,3,2,3,5296,1,17,3,2,1,8,3,3,8,7,7,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,1,2,4,477,1,2,2,4,6781,3,23,4,2,0,14,6,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
Yes,21,2,1,1,478,1,2,1,2,2174,1,11,3,3,0,3,3,3,3,2,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
No,36,0,1,5,479,4,3,2,4,6653,4,15,3,2,0,7,6,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,36,2,3,4,481,1,2,3,4,9699,4,11,3,1,1,16,2,3,13,9,1,12,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,57,1,1,4,482,4,3,2,3,6755,2,11,3,3,0,15,2,3,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,40,1,10,4,483,4,4,1,3,2213,3,13,3,3,1,10,3,3,7,7,1,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,21,0,9,2,484,1,3,1,4,2610,1,24,4,3,0,3,3,2,3,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Yes,33,1,5,3,485,4,3,1,3,2851,1,13,3,2,0,1,2,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,37,1,10,3,486,3,3,1,1,3452,6,20,4,2,1,17,3,3,5,4,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,46,0,7,4,487,3,3,2,3,5258,2,14,3,3,0,7,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,41,2,4,3,488,1,3,2,2,9355,1,18,3,3,0,8,5,3,8,7,7,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,50,1,10,3,491,4,2,3,4,10496,6,15,3,4,0,20,2,3,4,3,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
Yes,40,1,22,2,492,3,2,2,3,6380,2,12,3,1,2,8,6,3,6,4,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,31,1,9,4,493,3,2,1,2,2657,0,16,3,4,0,3,5,3,2,2,2,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,21,1,12,3,494,3,4,1,2,2716,1,15,3,4,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,29,1,23,3,495,4,3,1,4,2201,9,16,3,4,0,6,4,3,3,2,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,35,1,9,4,496,3,2,2,2,6540,9,19,3,3,0,10,5,3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,27,1,1,2,497,4,3,1,2,3816,1,11,3,2,1,5,2,3,5,2,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,28,1,9,4,498,2,3,2,4,5253,1,16,3,4,0,7,1,3,7,5,0,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,49,1,7,3,499,2,2,3,3,10965,8,24,4,3,0,26,2,3,5,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
No,51,1,14,2,500,3,3,2,4,4936,4,11,3,3,1,18,2,2,7,7,0,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,36,1,2,3,501,4,3,1,3,2543,4,13,3,2,1,6,3,3,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,34,0,19,3,502,1,4,2,4,5304,8,13,3,2,0,9,3,2,5,2,0,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,55,1,2,3,505,3,3,4,4,16659,2,13,3,3,0,30,2,3,5,4,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
No,24,1,10,4,507,4,3,2,3,4260,1,12,3,4,1,5,2,4,5,2,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,30,1,2,1,508,3,3,1,2,2476,1,18,3,1,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Yes,26,2,3,1,510,3,3,1,1,3102,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,22,1,11,3,511,1,3,1,2,2244,1,13,3,4,1,2,1,3,2,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,2,2,513,2,2,3,3,7596,1,13,3,2,2,10,2,3,10,9,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,30,2,4,3,514,3,3,1,4,2285,9,23,4,3,0,3,4,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,37,1,14,3,515,4,3,1,1,3034,1,12,3,3,1,18,2,2,18,7,12,17,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,40,1,2,2,516,4,3,2,2,5715,7,12,3,3,2,8,5,3,5,4,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,42,1,1,4,517,2,3,1,1,2576,3,16,3,2,1,8,5,3,5,2,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,37,1,10,4,518,3,3,2,2,4197,2,12,3,4,0,18,2,2,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,43,1,12,3,520,1,2,4,2,14336,1,11,3,3,1,25,3,3,25,10,3,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,40,1,2,3,521,2,2,2,3,3448,6,22,4,2,1,20,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,54,1,5,2,522,1,3,5,1,19406,4,11,3,3,1,24,4,2,4,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,34,0,4,4,523,3,3,2,3,6538,9,15,3,1,1,6,3,3,3,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,31,1,7,2,524,2,3,2,1,4306,1,12,3,2,1,13,5,1,13,10,3,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,43,2,21,3,525,4,3,1,4,2258,7,20,4,1,1,8,1,3,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,43,1,8,4,526,3,3,2,3,4522,4,14,3,4,0,8,3,3,5,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
No,25,1,4,2,527,2,2,2,4,4487,1,11,3,2,0,5,3,3,5,4,1,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,37,0,25,5,529,2,3,2,3,4449,3,15,3,1,2,15,2,3,13,11,10,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,31,1,1,2,530,4,2,1,1,2218,1,12,3,3,1,4,3,3,4,2,3,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,39,2,1,1,531,2,3,5,3,19197,1,14,3,3,1,21,3,3,21,8,1,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,56,2,6,3,532,3,4,4,1,13212,9,11,3,4,3,36,0,2,7,7,7,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,30,1,12,3,533,2,3,2,3,6577,0,11,3,2,0,6,6,3,5,4,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
No,41,1,1,3,534,2,4,3,1,8392,1,16,3,3,1,10,2,3,10,7,0,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,28,1,17,2,536,3,3,2,1,4558,1,12,3,4,1,10,2,3,10,0,1,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,25,1,3,3,538,1,3,1,1,4031,5,13,3,3,1,6,5,3,2,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,52,1,3,3,543,4,2,3,3,7969,2,14,3,3,0,28,4,3,5,4,0,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,45,1,10,2,544,1,3,1,4,2654,3,21,4,4,2,8,3,2,2,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,52,1,4,2,546,4,3,4,4,16555,2,13,3,4,0,31,2,1,5,2,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,42,2,29,2,547,1,3,2,3,4556,2,11,3,2,1,19,3,3,5,4,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,30,1,2,3,548,3,1,2,4,6091,2,20,4,3,0,11,2,3,5,4,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,60,1,7,3,549,1,3,5,1,19566,5,11,3,4,0,33,5,1,29,8,11,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,46,1,18,3,550,3,3,2,3,4810,2,14,3,3,1,19,5,2,10,7,0,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,42,2,28,4,551,4,2,2,4,4523,0,11,3,4,3,7,4,4,6,5,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Yes,24,1,1,1,554,1,3,1,2,3202,1,16,3,2,0,6,4,3,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Yes,34,2,6,2,555,4,1,1,3,2351,0,16,3,4,1,3,3,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
No,38,2,2,2,556,4,3,1,4,1702,1,23,4,3,1,1,3,3,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,40,1,2,4,558,3,3,5,3,18041,0,14,3,4,0,21,2,3,20,15,1,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,26,1,23,3,560,1,3,1,4,2886,1,22,4,2,2,3,3,1,3,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,30,0,3,3,562,3,3,1,4,2097,4,15,3,3,1,9,3,1,5,3,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,3,4,564,2,2,3,3,11935,1,18,3,3,0,10,2,3,10,2,0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,29,1,25,5,565,3,2,1,2,2546,5,16,3,2,0,6,2,4,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Yes,19,1,2,2,566,1,2,1,4,2564,1,12,3,3,0,1,3,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
No,30,0,22,4,567,3,3,3,1,8412,0,11,3,3,0,10,3,3,9,8,7,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
No,57,1,29,3,568,1,2,4,4,14118,3,12,3,3,1,32,3,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,50,1,29,4,569,2,2,4,3,17046,0,15,3,2,1,28,2,3,27,10,15,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,30,0,2,3,571,3,3,1,4,2564,0,14,3,3,0,12,2,2,11,7,6,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,60,2,28,3,573,3,2,3,1,10266,4,19,3,4,0,22,5,4,18,13,13,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,47,1,2,2,574,1,3,2,4,5070,5,13,3,3,3,20,2,3,5,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,46,1,2,3,575,1,3,4,3,17861,6,13,3,3,0,26,2,1,3,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,35,1,22,3,577,4,1,1,3,4230,0,15,3,3,0,6,2,3,5,4,4,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,54,1,8,4,578,3,3,2,3,3780,7,11,3,3,0,19,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,2,4,579,4,2,1,3,2768,3,12,3,3,1,14,3,3,7,3,5,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,46,1,10,3,580,3,2,3,4,9071,2,19,3,3,1,15,3,3,3,2,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,31,1,9,1,581,3,3,3,2,10648,1,25,4,4,1,13,6,4,13,8,0,8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,33,1,15,1,582,2,3,3,3,13610,7,12,3,4,0,15,2,4,7,6,7,7,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Yes,33,1,10,1,584,1,1,1,4,3408,7,13,3,1,3,8,2,3,4,3,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,7,1,585,4,3,1,2,2983,0,14,3,1,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,35,1,16,3,586,4,3,3,3,7632,4,12,3,3,0,10,2,3,8,7,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,31,2,20,3,587,1,3,3,3,9824,3,12,3,1,0,12,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Yes,34,2,23,3,590,2,3,3,1,9950,9,15,3,3,3,11,2,3,3,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,42,2,5,2,591,2,3,1,3,2093,4,17,3,4,1,8,4,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,36,0,10,4,592,2,3,3,4,9980,1,14,3,4,0,10,3,2,10,3,9,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,22,2,4,1,593,3,2,1,3,3894,5,16,3,3,0,4,3,3,2,2,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,48,1,2,5,595,2,3,2,4,4051,2,14,3,1,1,14,2,3,9,7,6,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,55,1,18,5,597,1,3,4,2,16835,3,23,4,4,0,37,2,3,10,9,7,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
No,41,0,10,2,599,4,3,2,4,6230,7,14,3,4,0,16,3,3,14,3,1,10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,35,1,1,3,600,2,3,2,3,4717,9,11,3,3,0,15,2,3,11,9,6,9,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,40,1,6,3,601,2,3,4,3,13237,7,15,3,3,0,22,3,3,20,6,5,13,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,39,2,8,1,602,3,3,1,3,3755,1,11,3,1,1,8,3,3,8,3,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,31,1,2,1,604,2,3,2,4,6582,4,13,3,3,0,10,2,4,6,5,0,5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,1,24,3,605,4,3,3,1,7406,1,21,4,4,1,10,5,2,10,9,5,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,45,1,2,3,606,4,3,2,2,4805,0,19,3,2,1,9,3,4,8,7,3,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Yes,26,2,17,4,608,2,3,1,3,2741,0,11,3,2,1,8,2,2,7,7,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,29,1,19,3,611,4,3,2,4,4262,4,12,3,2,2,8,2,4,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,33,1,1,5,612,1,4,4,3,16184,4,19,3,3,1,10,2,3,6,1,0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,31,1,7,3,613,3,2,3,4,11557,9,21,4,3,1,10,3,2,5,4,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Yes,18,2,5,3,614,2,3,1,2,1878,1,14,3,4,0,0,3,3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,40,0,28,3,615,3,1,3,1,10932,3,15,3,3,1,20,2,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
No,41,0,2,4,616,1,2,2,3,6811,2,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
No,26,1,29,2,618,1,3,2,3,4306,5,12,3,1,2,8,5,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,35,1,1,3,620,1,3,2,3,4859,1,16,3,4,0,5,3,3,5,4,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,34,1,21,4,621,4,4,2,4,5337,1,12,3,4,0,10,3,3,10,7,5,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,26,1,24,3,622,3,1,1,4,2340,1,18,3,2,0,1,3,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,37,1,1,3,623,2,3,3,4,7491,4,17,3,4,0,12,3,4,6,5,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
No,46,2,18,1,624,1,3,3,3,10527,5,11,3,4,0,28,3,2,2,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,41,1,2,5,625,2,3,4,1,16595,7,16,3,2,1,22,2,3,18,16,11,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,37,0,9,4,626,1,3,3,2,8834,1,13,3,4,1,9,6,3,9,5,7,7,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,52,1,6,2,630,4,3,2,1,5577,3,12,3,2,2,18,3,3,10,9,6,9,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Yes,32,0,11,4,631,4,4,2,3,4707,8,12,3,4,0,6,2,3,4,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
No,24,2,24,3,632,4,3,1,4,2400,0,13,3,3,2,3,3,3,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
No,38,1,10,3,634,3,3,2,3,9824,3,19,3,3,1,18,4,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,37,1,1,4,635,2,3,2,2,6447,6,12,3,2,1,8,2,2,6,5,4,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,49,1,18,4,638,4,2,5,3,19502,1,17,3,3,1,31,5,3,31,9,0,9,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,24,1,23,3,639,2,4,1,4,2725,1,11,3,2,2,6,3,3,6,5,1,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,26,1,28,2,641,1,3,2,2,6272,1,20,4,4,2,6,5,4,5,3,1,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,24,1,17,2,643,4,2,1,2,2127,1,21,4,4,1,1,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,50,2,3,3,644,1,3,5,2,18200,1,11,3,3,1,32,2,3,32,5,10,7,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
No,25,1,13,1,645,2,3,1,3,2096,1,11,3,3,0,7,1,3,7,4,0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Yes,24,2,7,3,647,1,3,1,3,2886,1,16,3,4,1,6,4,3,6,3,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,30,2,12,4,648,2,2,1,1,2033,1,18,3,3,1,1,2,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,34,1,1,2,649,2,2,1,4,3622,1,13,3,4,1,6,3,3,6,5,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,31,1,13,4,650,2,3,2,1,4233,2,17,3,3,0,9,2,1,3,1,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,35,1,25,2,652,1,2,2,4,3681,4,14,3,4,0,9,3,3,3,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,31,1,6,4,653,1,4,2,4,5460,4,22,4,4,2,13,4,4,7,7,5,7,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,27,1,6,4,655,1,2,1,3,2187,0,12,3,3,2,6,5,2,5,3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,1,2,3,656,4,3,2,3,9602,4,11,3,3,1,17,3,2,3,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,20,1,1,3,657,4,2,1,2,2836,1,13,3,4,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,2,4,659,3,3,2,4,4089,1,13,3,2,2,10,4,3,10,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
